Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
5.5,69,No,6,1,58
9.5,54,No,4,6,47
7.5,45,No,7,6,37
7.5,94,Yes,6,4,86
2.5,92,No,4,6,72
8.5,55,No,5,6,50
3.5,86,Yes,9,1,72
8.5,79,Yes,7,5,77
3.5,48,No,7,2,27
7.5,82,Yes,6,7,75
2.5,98,No,8,9,79
4.5,73,Yes,4,9,60
6.5,66,No,9,9,56
9.5,52,Yes,9,7,52
5.5,75,Yes,6,7,58
9.5,66,Yes,8,1,64
5.5,48,No,8,6,38
8.5,44,No,8,5,42
1.5,90,No,7,8,68
7.5,61,Yes,4,8,57
4.5,70,Yes,4,4,52
5.5,42,Yes,6,1,27
6.5,69,No,5,6,57
5.5,60,Yes,6,10,49
1.5,74,No,4,1,53
9.5,45,No,7,5,43
2.5,67,No,6,5,42
9.5,71,No,5,3,65
2.5,81,No,9,5,58
9.5,76,Yes,6,6,73
6.5,64,Yes,8,5,53
9.5,71,Yes,5,1,68
6.5,74,Yes,8,7,62
6.5,61,Yes,7,3,52
2.5,63,Yes,4,7,43
8.5,78,No,6,5,72
3.5,93,Yes,6,3,75
7.5,69,No,8,6,63
5.5,89,No,8,1,77
3.5,71,No,4,6,51
1.5,70,No,6,4,43
8.5,62,No,4,4,56
3.5,79,Yes,8,5,61
2.5,72,Yes,9,9,53
1.5,64,Yes,8,1,37
4.5,75,No,5,3,54
8.5,63,Yes,8,4,55
3.5,70,Yes,8,2,48
1.5,97,No,9,9,71
4.5,78,No,4,7,63
9.5,85,Yes,5,1,83
1.5,52,No,5,9,27
2.5,49,No,6,6,26
9.5,62,No,9,2,56
2.5,57,Yes,7,1,35
3.5,71,No,6,6,52
7.5,72,No,6,7,64
3.5,75,No,6,10,55
9.5,67,No,5,6,63
6.5,55,No,4,7,44
3.5,55,Yes,8,6,35
9.5,57,Yes,5,8,57
1.5,47,No,8,2,25
3.5,81,No,8,9,66
1.5,55,Yes,7,9,32
2.5,94,Yes,6,9,73
8.5,95,No,7,7,91
7.5,50,No,6,9,44
2.5,45,Yes,5,1,24
2.5,40,No,8,3,19
9.5,51,No,7,2,45
6.5,96,Yes,9,1,85
5.5,77,Yes,5,5,63
6.5,67,Yes,5,1,57
9.5,84,Yes,9,3,88
7.5,97,No,6,6,90
9.5,56,No,8,6,56
4.5,40,No,6,3,19
2.5,71,No,6,4,47
8.5,47,Yes,5,7,43
4.5,93,Yes,6,6,73
9.5,79,No,4,2,76
4.5,95,No,9,9,80
8.5,82,No,9,6,79
9.5,85,Yes,8,2,82
9.5,63,Yes,9,7,64
4.5,49,Yes,6,10,36
1.5,86,No,6,10,64
3.5,78,No,7,4,60
9.5,78,No,8,1,77
4.5,49,Yes,8,10,34
5.5,75,No,9,9,63
7.5,64,Yes,6,10,59
5.5,99,No,4,8,83
4.5,89,No,7,5,74
2.5,98,Yes,4,3,76
2.5,96,Yes,6,4,72
4.5,49,No,8,3,31
9.5,58,Yes,8,10,59
8.5,85,Yes,4,8,81
3.5,84,Yes,5,5,66
9.5,54,Yes,6,8,52
5.5,55,Yes,8,1,45
3.5,41,No,9,9,24
5.5,68,No,5,10,57
4.5,43,No,8,3,26
8.5,92,No,9,1,90
5.5,89,Yes,8,3,76
8.5,68,No,5,2,61
9.5,70,Yes,4,7,65
4.5,56,No,6,10,41
7.5,49,No,5,4,38
2.5,66,Yes,5,7,43
6.5,92,No,8,3,79
8.5,80,No,9,6,73
7.5,54,No,5,7,45
7.5,99,No,6,7,90
8.5,83,No,4,5,78
7.5,70,No,9,6,63
5.5,60,No,4,3,47
7.5,99,Yes,4,4,95
3.5,98,No,6,6,81
5.5,97,No,8,3,84
7.5,80,No,9,7,75
9.5,85,No,9,3,86
2.5,84,No,6,9,62
4.5,99,No,9,4,86
7.5,65,Yes,5,2,59
1.5,77,No,7,6,53
2.5,90,No,7,9,70
9.5,75,Yes,7,10,79
7.5,91,Yes,4,10,83
7.5,56,No,9,2,48
6.5,90,No,6,4,80
3.5,42,No,9,5,22
3.5,53,Yes,6,9,34
2.5,88,Yes,9,7,66
6.5,52,No,4,5,36
4.5,80,No,5,6,64
5.5,66,Yes,7,9,51
3.5,40,Yes,7,4,19
6.5,96,Yes,9,2,89
3.5,56,Yes,4,5,36
8.5,87,No,7,7,83
9.5,89,Yes,9,4,88
4.5,73,Yes,8,1,60
9.5,53,No,9,8,57
7.5,93,Yes,6,5,87
3.5,94,No,7,10,71
7.5,98,Yes,7,2,91
1.5,56,No,8,3,29
3.5,42,Yes,5,10,22
6.5,73,No,9,10,65
4.5,79,No,5,5,62
7.5,64,Yes,9,4,55
3.5,41,No,8,9,21
1.5,73,No,5,9,50
9.5,65,Yes,4,8,66
6.5,70,No,8,2,62
8.5,48,No,9,5,41
3.5,69,Yes,6,8,50
8.5,59,Yes,6,8,53
2.5,60,No,6,7,39
4.5,68,No,9,4,52
3.5,98,No,7,3,77
1.5,64,No,8,8,43
7.5,77,No,8,8,69
2.5,97,Yes,5,10,78
4.5,83,No,8,5,66
9.5,64,Yes,8,3,64
6.5,48,Yes,5,5,36
8.5,78,Yes,8,4,72
2.5,83,Yes,8,8,65
7.5,65,No,4,2,54
6.5,96,No,9,8,88
9.5,76,No,5,10,72
7.5,55,Yes,4,6,44
1.5,76,Yes,7,4,55
8.5,51,No,5,3,45
3.5,63,Yes,9,10,46
2.5,65,No,8,5,43
3.5,59,Yes,8,6,39
6.5,48,Yes,4,1,37
3.5,62,Yes,4,1,44
5.5,78,Yes,7,10,68
6.5,68,Yes,7,3,59
8.5,70,Yes,9,2,65
7.5,58,Yes,8,1,52
8.5,59,No,6,8,58
3.5,62,No,7,1,41
4.5,82,Yes,8,10,69
6.5,66,Yes,7,8,59
7.5,69,No,5,5,64
9.5,60,Yes,4,4,57
1.5,83,No,8,8,61
8.5,74,No,7,8,69
8.5,88,No,4,8,83
6.5,46,No,6,3,34
4.5,61,No,7,8,48
3.5,49,Yes,8,1,33
3.5,62,Yes,5,4,40
6.5,54,No,4,5,42
8.5,69,Yes,4,6,62
7.5,73,No,5,5,64
1.5,52,Yes,8,5,28
6.5,99,Yes,9,5,89
7.5,43,Yes,6,9,36
7.5,57,Yes,9,10,49
9.5,95,Yes,5,10,96
5.5,62,Yes,6,3,49
1.5,72,Yes,8,2,46
2.5,73,Yes,7,10,50
4.5,73,No,7,2,58
5.5,75,No,9,8,62
9.5,74,Yes,8,5,76
1.5,56,Yes,6,5,27
3.5,67,Yes,9,6,48
5.5,53,No,5,9,38
3.5,73,Yes,9,7,56
4.5,87,Yes,8,5,74
3.5,50,No,8,5,31
4.5,96,No,7,10,81
1.5,52,No,5,9,25
8.5,72,Yes,7,9,67
4.5,96,No,6,2,78
7.5,94,Yes,6,7,87
2.5,41,No,4,10,14
2.5,73,Yes,8,1,53
6.5,92,Yes,5,4,81
2.5,68,Yes,5,2,45
6.5,76,No,7,10,69
2.5,43,Yes,9,9,24
4.5,51,Yes,9,6,37
7.5,65,Yes,7,4,59
8.5,97,No,9,3,92
3.5,67,Yes,5,4,49
9.5,42,Yes,7,2,41
2.5,59,Yes,9,5,34
8.5,49,Yes,4,9,47
8.5,91,No,8,6,88
4.5,57,Yes,4,2,40
1.5,92,No,9,6,71
1.5,92,No,6,9,68
2.5,92,Yes,5,4,69
9.5,66,No,4,1,62
2.5,70,No,4,2,52
2.5,66,No,7,5,44
6.5,81,Yes,7,10,71
7.5,40,No,7,7,35
7.5,45,No,9,8,34
9.5,50,Yes,6,3,47
6.5,73,Yes,4,9,61
8.5,78,No,8,2,74
6.5,59,No,7,4,48
2.5,92,No,6,4,68
1.5,60,Yes,9,6,38
5.5,60,No,6,10,45
9.5,57,Yes,7,6,56
8.5,60,No,5,3,53
4.5,58,No,4,9,43
5.5,43,Yes,7,5,29
5.5,52,No,8,2,32
6.5,57,Yes,4,6,43
3.5,91,No,6,3,72
5.5,68,Yes,8,8,55
2.5,64,Yes,4,3,43
1.5,95,No,8,5,69
1.5,52,Yes,6,4,28
7.5,66,No,7,4,60
2.5,99,Yes,8,2,78
4.5,58,Yes,7,8,44
5.5,88,Yes,6,3,74
7.5,40,No,6,4,32
2.5,77,Yes,8,6,56
6.5,58,Yes,8,9,50
1.5,91,Yes,6,4,66
7.5,40,No,8,3,31
9.5,79,No,8,5,76
5.5,56,Yes,8,9,44
5.5,60,Yes,9,1,50
4.5,61,No,8,5,45
3.5,54,Yes,4,4,36
9.5,89,Yes,6,5,89
5.5,78,Yes,6,7,66
8.5,87,Yes,5,7,83
9.5,78,Yes,7,7,77
5.5,71,Yes,5,1,55
9.5,88,No,8,9,91
2.5,43,Yes,8,7,24
9.5,83,Yes,4,4,80
4.5,84,No,4,4,66
6.5,71,No,4,2,60
6.5,43,No,4,6,29
6.5,92,No,4,10,80
2.5,40,Yes,4,3,12
7.5,72,No,4,1,62
6.5,46,Yes,4,5,37
1.5,48,No,9,6,23
2.5,40,No,4,5,21
7.5,55,No,6,5,46
1.5,57,Yes,4,10,33
1.5,93,No,7,8,69
1.5,86,No,4,10,56
8.5,45,No,9,1,39
4.5,41,Yes,8,8,24
4.5,48,Yes,9,7,34
2.5,43,No,9,1,23
1.5,84,Yes,8,9,61
9.5,62,No,4,4,59
7.5,93,Yes,4,7,85
4.5,82,No,8,3,68
6.5,84,Yes,7,8,80
2.5,82,No,5,4,62
7.5,90,Yes,6,2,81
2.5,47,Yes,8,2,28
8.5,78,No,4,8,73
8.5,64,No,6,8,62
1.5,55,Yes,4,1,26
8.5,74,No,5,6,68
2.5,56,No,5,9,34
6.5,57,No,8,9,47
1.5,99,No,6,2,74
5.5,66,Yes,9,8,55
7.5,54,No,6,8,45
1.5,99,Yes,9,4,75
2.5,56,Yes,5,4,32
7.5,82,No,4,5,74
6.5,44,No,9,10,35
3.5,55,Yes,9,7,37
2.5,54,No,8,1,28
4.5,81,No,7,9,67
3.5,85,Yes,5,3,67
7.5,73,Yes,9,4,65
8.5,87,Yes,5,7,83
2.5,58,No,8,5,35
7.5,47,No,4,5,39
8.5,86,Yes,6,1,80
6.5,49,Yes,5,2,36
6.5,44,No,8,5,34
1.5,91,No,8,2,66
4.5,87,No,8,1,70
1.5,92,Yes,6,10,67
4.5,65,No,5,3,46
2.5,61,No,9,1,38
5.5,83,Yes,8,10,72
9.5,62,No,6,8,60
3.5,52,Yes,4,8,33
8.5,48,No,7,8,41
3.5,88,Yes,5,7,74
6.5,59,Yes,6,7,49
4.5,67,Yes,7,2,53
8.5,83,No,7,9,80
6.5,96,No,6,7,86
8.5,76,No,9,5,73
1.5,63,No,9,4,40
6.5,83,Yes,6,8,73
1.5,72,No,6,5,52
1.5,59,No,8,6,37
8.5,99,Yes,4,4,90
7.5,87,Yes,9,2,83
3.5,69,Yes,8,7,52
6.5,83,Yes,7,2,76
9.5,48,No,7,7,45
7.5,84,Yes,7,7,73
3.5,88,No,6,1,67
6.5,56,No,5,10,42
4.5,75,Yes,8,10,60
3.5,53,Yes,5,3,32
9.5,58,Yes,4,3,55
2.5,46,Yes,4,6,24
1.5,98,Yes,8,3,76
2.5,42,No,7,9,22
7.5,72,Yes,9,5,70
1.5,83,No,4,6,57
6.5,71,Yes,5,6,61
7.5,86,No,5,8,80
9.5,50,No,9,10,48
8.5,81,No,6,3,73
6.5,41,Yes,7,9,32
3.5,65,Yes,6,7,46
8.5,43,Yes,8,6,41
7.5,56,No,4,1,47
3.5,56,No,9,4,39
9.5,67,Yes,9,5,65
2.5,69,Yes,9,2,47
3.5,79,No,6,1,59
2.5,62,No,6,2,38
1.5,85,Yes,8,8,63
4.5,63,Yes,5,10,50
5.5,68,Yes,5,6,54
6.5,43,No,8,10,31
5.5,77,No,9,2,60
1.5,68,Yes,5,9,41
3.5,58,Yes,8,8,38
1.5,66,Yes,5,4,42
5.5,68,Yes,8,10,57
5.5,95,Yes,5,7,82
6.5,75,No,9,3,67
8.5,74,Yes,6,6,72
1.5,91,No,6,3,65
4.5,45,No,9,10,32
1.5,98,No,5,3,73
9.5,62,No,9,9,58
7.5,78,No,8,6,68
7.5,85,No,6,8,77
5.5,83,No,4,4,69
7.5,87,No,5,4,79
2.5,91,Yes,4,8,69
4.5,47,Yes,4,7,26
7.5,94,Yes,7,5,87
3.5,41,Yes,4,2,16
2.5,52,Yes,4,6,29
2.5,79,No,9,1,59
1.5,96,No,7,7,73
5.5,60,No,7,9,46
6.5,70,No,7,5,60
6.5,91,No,8,5,79
9.5,87,Yes,7,7,85
4.5,75,Yes,9,5,57
1.5,87,No,8,10,63
6.5,91,Yes,5,4,79
5.5,77,Yes,8,1,63
6.5,66,Yes,5,6,55
3.5,75,Yes,7,9,58
2.5,87,Yes,7,4,62
6.5,62,No,5,10,50
1.5,94,Yes,6,4,72
7.5,60,Yes,9,5,56
7.5,52,No,8,6,45
7.5,76,No,9,3,69
1.5,86,No,9,9,61
4.5,65,No,4,1,46
7.5,79,No,7,6,73
9.5,46,No,8,6,42
5.5,85,No,9,8,74
2.5,78,No,8,5,58
7.5,61,Yes,9,9,56
1.5,78,No,7,9,54
7.5,62,No,9,2,54
6.5,97,Yes,5,5,88
7.5,69,No,7,7,62
3.5,57,No,8,2,39
3.5,81,No,6,7,61
7.5,57,No,9,9,50
2.5,85,Yes,5,8,65
1.5,49,Yes,7,10,24
9.5,78,No,4,9,73
9.5,69,Yes,7,4,72
7.5,65,Yes,8,8,60
7.5,46,Yes,8,9,39
3.5,46,Yes,4,10,25
2.5,44,Yes,5,2,19
7.5,40,Yes,8,10,34
9.5,85,No,5,3,82
1.5,57,No,5,1,31
4.5,52,Yes,7,1,33
6.5,64,Yes,5,10,51
7.5,79,Yes,9,6,74
7.5,47,No,8,1,39
2.5,49,No,8,5,29
4.5,71,No,6,6,58
5.5,56,No,5,9,42
1.5,77,No,6,6,53
1.5,54,No,7,4,27
3.5,54,Yes,6,1,29
3.5,96,No,5,6,75
8.5,87,No,8,7,82
9.5,79,No,7,5,82
1.5,90,Yes,5,6,62
2.5,59,No,7,10,39
2.5,54,Yes,4,8,30
4.5,74,Yes,5,1,58
2.5,45,No,4,8,22
7.5,69,No,6,2,58
9.5,96,No,5,2,95
7.5,47,Yes,4,8,40
6.5,70,No,9,2,60
1.5,87,Yes,8,8,65
9.5,86,Yes,6,5,84
5.5,71,No,5,9,54
5.5,84,No,5,9,71
6.5,97,No,8,8,93
9.5,91,Yes,8,9,93
8.5,54,No,4,7,48
8.5,57,Yes,4,8,52
8.5,52,No,4,6,46
1.5,63,Yes,7,9,35
1.5,79,No,6,2,51
8.5,53,No,5,3,46
5.5,67,Yes,6,2,55
9.5,50,Yes,8,6,53
2.5,45,No,9,3,21
9.5,95,Yes,6,1,94
8.5,64,Yes,6,4,54
9.5,40,Yes,4,5,36
4.5,64,Yes,8,4,49
1.5,41,No,6,6,19
1.5,71,Yes,5,3,44
5.5,52,No,4,10,37
2.5,72,No,6,6,52
8.5,71,No,8,10,66
5.5,95,Yes,9,1,82
5.5,63,No,5,6,46
2.5,66,No,9,8,47
7.5,43,No,8,10,33
8.5,63,No,8,8,61
1.5,62,No,8,1,34
2.5,68,Yes,9,7,46
4.5,73,No,7,10,55
5.5,60,Yes,5,10,47
2.5,69,No,8,4,50
1.5,65,No,7,6,39
9.5,59,Yes,4,6,54
1.5,55,Yes,7,5,31
4.5,42,No,4,10,25
2.5,88,No,9,9,70
4.5,76,No,7,10,58
8.5,97,No,9,8,95
8.5,79,No,8,6,78
9.5,83,Yes,7,4,80
5.5,64,No,7,4,51
7.5,62,No,8,9,53
3.5,83,Yes,4,4,65
4.5,98,Yes,8,7,87
9.5,40,No,5,6,34
1.5,72,Yes,7,2,48
2.5,54,Yes,5,5,32
5.5,56,Yes,8,3,43
3.5,73,No,9,9,55
2.5,56,No,8,10,34
1.5,91,No,6,1,62
3.5,97,Yes,5,10,79
1.5,80,No,6,4,56
1.5,83,No,5,4,60
1.5,43,Yes,9,9,21
8.5,52,No,6,1,44
3.5,43,Yes,6,2,20
1.5,46,Yes,5,1,18
7.5,85,Yes,8,1,74
3.5,98,Yes,4,1,73
8.5,48,No,8,3,40
4.5,62,No,4,4,45
4.5,72,No,5,10,53
5.5,72,Yes,7,2,59
6.5,59,No,8,1,46
7.5,43,No,6,5,37
4.5,40,Yes,8,6,23
8.5,93,Yes,5,2,87
6.5,81,No,7,3,69
1.5,73,Yes,7,10,48
1.5,66,No,8,3,41
9.5,60,Yes,8,2,59
6.5,63,Yes,9,4,54
8.5,54,No,8,5,47
7.5,74,Yes,5,8,67
6.5,64,Yes,4,6,50
4.5,94,Yes,9,9,78
7.5,48,No,4,3,37
9.5,56,No,6,10,56
7.5,60,No,5,9,50
1.5,99,Yes,9,4,77
9.5,52,Yes,7,8,46
4.5,42,Yes,9,10,29
3.5,43,Yes,6,7,26
4.5,43,No,7,7,28
4.5,82,No,9,9,68
2.5,67,Yes,7,10,45
1.5,46,No,8,2,19
1.5,65,No,7,5,38
8.5,50,No,9,3,44
2.5,63,Yes,7,7,44
5.5,82,No,5,3,67
4.5,49,No,8,5,35
8.5,76,No,8,5,78
2.5,52,No,6,2,32
9.5,83,No,8,1,81
7.5,81,Yes,4,6,72
7.5,78,No,5,1,70
1.5,58,No,6,9,35
2.5,90,Yes,4,10,70
4.5,58,No,7,5,45
4.5,51,Yes,4,1,31
3.5,91,Yes,6,8,74
7.5,61,Yes,8,1,53
8.5,86,Yes,5,4,82
2.5,76,No,6,7,53
4.5,95,No,4,4,78
3.5,69,Yes,4,5,45
2.5,85,No,6,7,63
6.5,51,Yes,9,4,45
4.5,68,No,9,5,52
6.5,60,No,6,7,49
2.5,50,Yes,9,1,31
4.5,99,No,6,3,83
6.5,76,Yes,8,1,62
5.5,87,No,6,3,73
3.5,97,No,7,2,79
8.5,57,No,5,5,54
7.5,83,Yes,5,10,79
3.5,98,Yes,7,5,80
6.5,66,Yes,4,10,57
4.5,76,No,4,9,59
5.5,87,Yes,4,8,73
5.5,51,Yes,4,3,38
7.5,62,Yes,8,1,57
5.5,73,No,7,5,60
3.5,77,No,5,3,55
5.5,62,No,7,5,48
7.5,92,No,5,9,85
5.5,64,Yes,4,1,51
5.5,43,No,8,1,28
9.5,69,Yes,6,9,68
3.5,69,No,6,3,49
6.5,52,Yes,9,10,43
1.5,81,Yes,4,5,56
5.5,88,No,4,9,74
8.5,53,Yes,7,5,47
5.5,95,Yes,8,3,82
9.5,86,Yes,8,9,83
6.5,47,Yes,7,7,36
8.5,94,No,8,7,93
8.5,63,No,8,8,60
3.5,57,Yes,6,5,36
7.5,74,No,8,2,66
7.5,64,Yes,4,9,54
6.5,56,Yes,6,3,46
7.5,71,No,4,2,62
2.5,95,Yes,4,10,75
9.5,63,No,7,10,61
1.5,46,Yes,9,5,24
1.5,52,No,8,8,26
3.5,66,No,8,3,46
3.5,87,Yes,8,6,69
1.5,44,No,8,9,22
7.5,75,Yes,6,2,66
4.5,65,No,5,8,46
2.5,81,Yes,4,10,59
5.5,84,No,9,7,77
6.5,70,No,9,3,58
9.5,49,No,5,1,47
4.5,85,Yes,5,6,69
2.5,65,No,5,2,41
5.5,61,Yes,6,3,46
3.5,51,No,5,5,32
2.5,71,No,6,8,51
1.5,66,Yes,7,2,44
2.5,72,No,7,6,51
6.5,92,Yes,9,1,81
8.5,91,Yes,7,7,91
3.5,59,Yes,6,4,39
9.5,78,Yes,6,1,74
9.5,80,Yes,4,9,79
2.5,79,No,5,9,55
8.5,98,Yes,8,3,93
5.5,52,No,8,6,40
4.5,53,Yes,5,7,42
5.5,83,Yes,8,4,72
4.5,79,No,8,6,66
8.5,92,No,8,9,88
4.5,61,Yes,9,10,48
6.5,57,Yes,6,6,43
2.5,87,No,6,7,63
5.5,68,No,6,6,55
6.5,82,Yes,5,7,72
5.5,55,Yes,7,1,43
2.5,85,Yes,9,6,65
7.5,74,No,9,9,71
4.5,92,Yes,8,3,78
8.5,73,No,4,6,63
7.5,42,No,6,4,29
7.5,43,Yes,9,7,37
9.5,93,Yes,9,7,93
1.5,44,No,4,9,19
6.5,49,Yes,8,4,38
6.5,91,Yes,9,8,82
6.5,68,No,9,8,58
6.5,71,Yes,7,8,62
7.5,70,No,4,8,63
6.5,41,No,8,6,28
1.5,51,Yes,8,8,27
3.5,66,No,6,6,49
2.5,44,No,7,10,19
6.5,76,Yes,8,2,67
8.5,66,No,7,3,60
3.5,62,Yes,6,6,42
8.5,72,No,4,7,65
8.5,43,No,9,4,41
5.5,98,No,9,1,85
8.5,60,No,5,4,52
6.5,63,No,5,6,50
5.5,83,No,5,8,68
9.5,70,No,9,4,71
7.5,83,Yes,7,10,76
8.5,87,No,5,1,81
1.5,63,Yes,4,5,36
2.5,88,No,8,7,66
8.5,92,No,7,6,87
9.5,49,Yes,9,3,46
4.5,88,Yes,4,7,70
9.5,88,Yes,9,4,87
4.5,89,No,7,5,76
9.5,41,Yes,7,7,40
7.5,70,No,7,2,60
2.5,64,No,6,4,43
9.5,43,Yes,8,4,43
4.5,90,No,5,6,71
8.5,50,Yes,6,7,49
7.5,56,Yes,8,4,50
7.5,83,Yes,9,10,79
8.5,41,Yes,5,1,35
1.5,45,No,6,1,19
5.5,48,No,6,5,34
2.5,44,Yes,4,1,21
2.5,59,Yes,6,3,36
1.5,68,No,7,9,47
5.5,60,No,9,3,43
2.5,48,Yes,6,3,24
4.5,67,No,7,9,52
3.5,94,No,8,5,76
3.5,47,No,8,8,28
2.5,70,No,7,10,49
6.5,59,Yes,4,9,46
2.5,66,No,4,6,41
8.5,47,Yes,8,7,43
8.5,93,Yes,9,7,91
5.5,60,Yes,6,7,46
7.5,67,No,8,4,56
4.5,62,No,8,2,46
1.5,45,Yes,7,2,21
2.5,42,No,4,7,16
4.5,44,Yes,9,10,29
1.5,48,Yes,7,7,26
8.5,46,No,8,10,40
9.5,99,No,5,7,97
4.5,43,No,6,8,25
3.5,78,Yes,8,3,64
2.5,44,Yes,7,5,20
5.5,50,No,5,6,32
3.5,54,Yes,5,8,36
7.5,73,Yes,8,8,66
6.5,52,Yes,9,10,42
1.5,93,No,4,3,66
8.5,87,No,5,4,84
2.5,46,No,6,6,23
5.5,79,Yes,7,4,69
9.5,45,No,7,10,41
8.5,95,Yes,7,4,93
2.5,78,Yes,8,5,55
9.5,89,Yes,7,10,91
5.5,69,No,7,7,58
6.5,61,Yes,6,2,48
3.5,64,No,4,2,44
3.5,67,Yes,9,10,51
8.5,93,No,8,9,92
2.5,59,No,8,4,35
2.5,78,No,7,5,55
5.5,42,No,6,3,27
6.5,44,No,5,2,35
2.5,40,No,7,10,19
5.5,54,No,7,8,39
7.5,65,No,8,4,58
8.5,42,Yes,8,1,35
7.5,79,Yes,7,6,69
8.5,96,Yes,8,6,93
9.5,80,Yes,6,2,78
5.5,86,Yes,5,2,72
5.5,81,No,5,8,68
4.5,73,No,5,7,60
9.5,91,No,7,2,92
5.5,44,No,9,10,30
2.5,70,No,7,1,49
8.5,90,Yes,7,8,91
7.5,52,Yes,6,10,49
8.5,82,No,5,2,78
3.5,40,Yes,8,5,21
4.5,61,Yes,8,6,43
5.5,54,No,4,10,38
6.5,65,No,4,1,53
1.5,57,Yes,9,2,34
4.5,87,Yes,8,10,73
5.5,48,No,5,4,35
7.5,40,Yes,7,2,34
5.5,82,No,8,6,72
1.5,48,Yes,9,4,26
7.5,62,Yes,9,3,56
8.5,82,No,8,6,77
7.5,84,Yes,4,9,77
4.5,97,No,5,8,82
8.5,41,Yes,8,2,36
5.5,53,Yes,7,3,36
9.5,77,No,7,2,75
5.5,79,Yes,6,10,67
1.5,57,No,7,7,32
9.5,55,No,8,9,55
5.5,92,Yes,8,1,80
6.5,68,No,7,3,59
4.5,83,No,4,6,67
6.5,50,No,5,4,37
8.5,45,Yes,9,10,45
3.5,42,No,8,10,27
5.5,53,No,7,1,38
2.5,99,Yes,9,9,83
2.5,41,No,7,7,19
7.5,71,No,8,7,67
6.5,70,No,6,1,61
4.5,50,Yes,5,9,33
5.5,61,Yes,8,8,52
1.5,42,Yes,9,10,19
7.5,89,Yes,7,5,83
8.5,70,Yes,6,4,67
9.5,72,Yes,8,1,70
8.5,63,No,5,9,60
5.5,40,Yes,6,8,27
3.5,83,Yes,9,2,64
9.5,54,Yes,7,4,53
6.5,76,Yes,4,4,67
5.5,66,No,5,7,52
3.5,77,No,6,3,55
6.5,87,Yes,8,8,78
3.5,66,No,8,7,46
6.5,83,Yes,6,10,78
4.5,51,No,8,4,33
2.5,42,Yes,6,9,16
8.5,69,Yes,5,6,63
4.5,71,Yes,8,3,56
9.5,62,Yes,5,7,60
7.5,41,No,7,6,33
2.5,46,Yes,7,8,22
4.5,73,No,7,5,57
5.5,71,No,7,6,56
3.5,92,No,8,1,75
9.5,78,Yes,6,8,75
5.5,71,No,8,1,57
2.5,82,No,9,3,59
3.5,82,No,8,2,65
9.5,53,Yes,5,6,50
7.5,42,No,6,8,32
2.5,85,Yes,4,8,65
9.5,71,No,4,7,64
4.5,82,No,6,7,67
9.5,75,Yes,4,8,74
2.5,56,Yes,6,5,39
4.5,87,No,5,3,71
5.5,42,Yes,5,2,28
2.5,96,No,8,3,73
1.5,49,No,4,3,22
7.5,92,Yes,6,7,86
1.5,86,Yes,5,1,63
8.5,79,Yes,8,7,74
3.5,57,No,4,6,33
6.5,42,No,4,10,31
7.5,78,No,4,2,65
1.5,49,Yes,5,10,26
6.5,91,Yes,5,1,83
7.5,48,Yes,4,9,42
6.5,85,No,5,2,72
4.5,94,Yes,4,4,80
1.5,85,Yes,7,9,60
9.5,50,No,5,9,46
4.5,99,Yes,6,1,85
7.5,72,Yes,5,2,63
7.5,75,No,4,2,66
2.5,65,No,6,2,44
1.5,66,No,8,8,40
8.5,77,No,6,8,71
8.5,61,No,6,10,55
7.5,65,No,5,8,56
8.5,61,Yes,9,4,56
3.5,44,Yes,6,8,26
2.5,74,No,6,7,53
7.5,41,No,4,8,32
8.5,74,Yes,5,1,69
1.5,48,No,4,3,20
9.5,90,No,5,10,88
4.5,90,Yes,8,6,72
4.5,88,Yes,9,1,75
3.5,57,No,6,4,36
6.5,82,No,5,9,70
1.5,51,Yes,6,7,25
6.5,42,No,6,1,30
2.5,57,Yes,7,6,35
9.5,95,Yes,4,6,94
2.5,77,No,9,2,53
7.5,46,Yes,5,6,38
1.5,72,Yes,8,10,50
7.5,45,Yes,9,2,39
5.5,57,No,7,8,45
8.5,84,No,4,7,76
4.5,61,No,8,6,45
7.5,90,Yes,8,10,85
6.5,78,Yes,6,6,66
5.5,90,No,4,9,76
4.5,48,Yes,7,9,30
7.5,74,Yes,5,10,68
5.5,62,No,5,10,51
5.5,51,Yes,7,2,39
1.5,91,Yes,6,3,67
2.5,63,Yes,6,10,43
5.5,89,Yes,8,7,77
3.5,79,Yes,4,10,65
2.5,48,Yes,8,9,27
4.5,52,No,5,6,32
4.5,79,No,7,1,64
4.5,93,Yes,4,7,78
4.5,81,No,7,1,62
3.5,56,No,4,5,34
7.5,46,No,9,9,40
9.5,56,Yes,5,10,53
5.5,94,No,5,10,83
4.5,89,Yes,9,9,74
2.5,63,No,4,1,38
2.5,41,No,6,6,17
5.5,74,Yes,4,3,60
7.5,67,No,5,9,60
9.5,58,Yes,7,3,57
7.5,72,No,8,2,60
5.5,60,No,7,8,47
6.5,92,No,5,3,81
3.5,49,No,7,5,31
5.5,92,Yes,6,6,79
8.5,85,Yes,6,10,82
1.5,84,No,4,10,58
1.5,48,Yes,7,1,25
7.5,77,No,7,7,67
5.5,45,Yes,5,7,32
5.5,90,Yes,4,5,74
1.5,92,Yes,4,9,67
9.5,81,No,7,2,79
1.5,94,Yes,8,5,67
5.5,74,Yes,7,2,58
9.5,57,No,7,2,51
